d28L_7118_3	d28L_7118_3	3000828
d28L_7118_3	d14B_6419_3	3002838
d28L_7118_3	d14C_188_2	3002838
d28L_7118_3	d14I_24739_3	3002838
d28L_7118_3	d14K_26640_1	3002838
d28L_7118_3	d14N_21343_3	3002838
d28L_7118_3	d14N_38732_3	3002838
d28L_7118_3	d14O_38230_2	3002838
d28L_7118_3	d21E_138943_2	3002838
d28L_7118_3	d21F_130171_2	3002838
d28L_7118_3	d21N_22525_2	3002838
d28L_7118_3	d35J_137268_1	3002838
d28L_7118_3	d35L_97493_3	3002838
d28L_7118_3	d35O_174053_3	3002838
d28L_7118_3	d3A_25920_3	3002838
d28L_7118_3	d3O_18900_3	3002838
d28L_7118_3	d42C_18460_1	3002838
d28L_7118_3	d42L_24035_2	3002838
d28L_7118_3	d5E_2083_7	3002838
d28L_7118_3	d5G_30847_2	3002838
d28L_7118_3	d7A_2444_1	3002838
d28L_7118_3	d7B_5519_8	3002838
d28L_7118_3	d7E_50979_3	3002838
d28L_7118_3	d7K_21138_2	3002838
d28L_7118_3	d7M_35183_3	3002838
d28L_7118_3	d7N_40513_3	3002838
d28L_7118_3	d7O_8791_2	3002838
d28L_7118_3	HC1015_17_5	3002838
d28L_7118_3	HC128_9_22	3002838
d28L_7118_3	HC330_5_32	3002838
d28L_7118_3	HC330_5_54	3002838
d28L_7118_3	HC562_23_42	3002838
d28L_7118_3	HC968_6_52	3002838
d28L_7118_3	HC968_6_74	3002838
d28L_7118_3	HC970_8_39	3002838
d14B_40256_2	d14B_40256_2	3004045
d14B_40256_2	d14I_14651_3	3004045
d14B_40256_2	d14N_2868_2	3004045
d14B_40256_2	d14O_31802_1	3004045
d14B_40256_2	d3C_2920_73	3004045
d14B_40256_2	d1I_79613_43	3004045
d14B_40256_2	d1M_50938_1	3004045
d14B_40256_2	d21A_16378_2	3004045
d14B_40256_2	d21A_59138_25	3004045
d14B_40256_2	d21E_123363_1	3004045
d14B_40256_2	d21F_3726_2	3004045
d14B_40256_2	d21J_6704_34	3004045
d14B_40256_2	d21K_46851_7	3004045
d14B_40256_2	d28E_89366_2	3004045
d14B_40256_2	d28K_22792_19	3004045
d14B_40256_2	d28N_2629_9	3004045
d14B_40256_2	d35A_21049_10	3004045
d14B_40256_2	d35D_20012_33	3004045
d14B_40256_2	d35L_217237_5	3004045
d14B_40256_2	d35M_21619_33	3004045
d14B_40256_2	d35N_17513_2	3004045
d14B_40256_2	d35O_48578_110	3004045
d14B_40256_2	d3I_14430_148	3004045
d14B_40256_2	d3J_29199_1	3004045
d14B_40256_2	d3L_8219_2	3004045
d14B_40256_2	d42M_6323_128	3004045
d14B_40256_2	d42N_58479_35	3004045
d14B_40256_2	d5M_6557_1	3004045
d14B_40256_2	d7B_71520_3	3004045
d14B_40256_2	d7E_98174_1	3004045
d14B_40256_2	d7F_13328_53	3004045
d14B_40256_2	d7K_11659_1	3004045
d14B_40256_2	HC160_31_17	3004045
d14B_40256_2	HC271_3_108	3004045
d14B_40256_2	HC47_4_131	3004045
d14B_40256_2	HC567_4_111	3004045
d14B_40256_2	HC966_5_86	3004045
d14B_89223_1	d14B_89223_1	3002605
d14B_89223_1	d14C_7779_1	3002605
d14B_89223_1	d14I_32219_4	3002605
d14B_89223_1	d14J_20497_1	3002605
d14B_89223_1	d14K_22564_7	3002605
d14B_89223_1	d14L_16306_3	3002605
d14B_89223_1	d14M_37441_2	3002605
d14B_89223_1	d14N_47898_3	3002605
d14B_89223_1	d14O_21241_5	3002605
d14B_89223_1	d1F_21857_5	3002605
d14B_89223_1	d1I_13279_2	3002605
d14B_89223_1	d21A_16234_1	3002605
d14B_89223_1	d21B_15736_7	3002605
d14B_89223_1	d21C_3328_6	3002605
d14B_89223_1	d21E_33595_6	3002605
d14B_89223_1	d21F_35283_5	3002605
d14B_89223_1	d21G_4574_6	3002605
d14B_89223_1	d21J_75466_8	3002605
d14B_89223_1	d21K_107049_8	3002605
d14B_89223_1	d21L_21156_7	3002605
d14B_89223_1	d21M_20239_5	3002605
d14B_89223_1	d21N_2662_3	3002605
d14B_89223_1	d21O_82867_6	3002605
d14B_89223_1	d28B_46910_1	3002605
d14B_89223_1	d28C_131378_1	3002605
d14B_89223_1	d28D_21436_7	3002605
d14B_89223_1	d28E_7183_1	3002605
d14B_89223_1	d28K_29579_2	3002605
d14B_89223_1	d28L_12162_1	3002605
d14B_89223_1	d28M_14093_1	3002605
d14B_89223_1	d28O_11622_2	3002605
d14B_89223_1	d35A_69561_2	3002605
d14B_89223_1	d35B_1555_3	3002605
d14B_89223_1	d35D_28472_2	3002605
d14B_89223_1	d35J_132449_1	3002605
d14B_89223_1	d35L_28152_2	3002605
d14B_89223_1	d35O_52577_1	3002605
d14B_89223_1	d3B_18831_1	3002605
d14B_89223_1	d42E_1050_1	3002605
d14B_89223_1	d42J_39204_4	3002605
d14B_89223_1	d42L_11155_3	3002605
d14B_89223_1	d5I_4140_2	3002605
d14B_89223_1	d5M_18333_3	3002605
d14B_89223_1	d5O_6345_1	3002605
d14B_89223_1	d7B_30951_1	3002605
d14B_89223_1	d7E_27135_13	3002605
d14B_89223_1	d7H_4715_1	3002605
d14B_89223_1	d7L_77026_1	3002605
d14B_89223_1	d7M_41119_6	3002605
d14B_89223_1	d7N_33508_1	3002605
d14B_89223_1	d7O_9660_2	3002605
d14B_89223_1	HC47_171_3	3002605
d14I_44516_6	d14I_44516_6	3003776
d14I_44516_6	d14B_46119_2	3003776
d14I_44516_6	d21N_34768_1	3003776
d14I_78086_2	d14I_78086_2	3003790
d14I_78086_2	d14K_2887_2	3003790
d14I_78086_2	d14O_21342_3	3003790
d14I_78086_2	d1D_3102_25	3003790
d14I_78086_2	d21A_47167_1	3003790
d14I_78086_2	d21J_41322_2	3003790
d14I_78086_2	d35A_71660_3	3003790
d14I_78086_2	d3A_27091_2	3003790
d14I_78086_2	d3A_30591_2	3003790
d14I_78086_2	d3B_3597_3	3003790
d14I_78086_2	d3B_8333_14	3003790
d14I_78086_2	d3D_4732_5	3003790
d14I_78086_2	d3E_47861_4	3003790
d14I_78086_2	d3E_50386_57	3003790
d14I_78086_2	d3F_4141_17	3003790
d14I_78086_2	d3F_35387_4	3003790
d14I_78086_2	d3F_35387_5	3003790
d14I_78086_2	d3G_17552_2	3003790
d14I_78086_2	d3G_18208_2	3003790
d14I_78086_2	d3H_14919_16	3003790
d14I_78086_2	d3I_31284_2	3003790
d14I_78086_2	d3I_39391_17	3003790
d14I_78086_2	d3J_6268_5	3003790
d14I_78086_2	d3J_10967_2	3003790
d14I_78086_2	d3L_6818_2	3003790
d14I_78086_2	d3L_9169_2	3003790
d14I_78086_2	d3L_19696_1	3003790
d14I_78086_2	d3N_48076_1	3003790
d14I_78086_2	d3N_34318_2	3003790
d14I_78086_2	d5B_10445_59	3003790
d14I_78086_2	d5E_9536_4	3003790
d14I_78086_2	d5G_35594_2	3003790
d14I_78086_2	d5L_2560_2	3003790
d14I_78086_2	d5L_3505_2	3003790
d14I_78086_2	d5O_2318_43	3003790
d14I_78086_2	d5O_6663_1	3003790
d14I_78086_2	d7B_36002_58	3003790
d14I_78086_2	d7E_37750_6	3003790
d14I_78086_2	d7M_20890_6	3003790
d14I_78086_2	d7O_60674_3	3003790
d14I_78086_2	HC163_9_4	3003790
d14I_78086_2	HC168_9_73	3003790
d14I_78086_2	HC192_9_4	3003790
d14I_78086_2	HC257_9_4	3003790
d14I_78086_2	d3J_26508_2	3003790
d14I_78086_3	d14I_78086_3	3003079
d14I_78086_3	d14O_21342_4	3003079
d14I_78086_3	d1D_3102_26	3003079
d14I_78086_3	d21J_41322_3	3003079
d14I_78086_3	d35A_71660_4	3003079
d14I_78086_3	d3B_3597_2	3003079
d14I_78086_3	d3B_8333_13	3003079
d14I_78086_3	d3D_4732_6	3003079
d14I_78086_3	d3E_47861_3	3003079
d14I_78086_3	d3E_50386_56	3003079
d14I_78086_3	d3F_4141_18	3003079
d14I_78086_3	d3F_35387_3	3003079
d14I_78086_3	d3G_17204_1	3003079
d14I_78086_3	d3H_14919_17	3003079
d14I_78086_3	d3I_39391_18	3003079
d14I_78086_3	d3J_6268_6	3003079
d14I_78086_3	d3N_48076_2	3003079
d14I_78086_3	d5B_10445_58	3003079
d14I_78086_3	d5E_9536_5	3003079
d14I_78086_3	d5G_35594_3	3003079
d14I_78086_3	d5K_9227_2	3003079
d14I_78086_3	d5O_2318_42	3003079
d14I_78086_3	d5O_6663_2	3003079
d14I_78086_3	d7B_36002_57	3003079
d14I_78086_3	d7E_37750_7	3003079
d14I_78086_3	d7M_20890_7	3003079
d14I_78086_3	d7O_60674_4	3003079
d14I_78086_3	HC163_9_5	3003079
d14I_78086_3	HC168_9_72	3003079
d14I_78086_3	HC192_9_5	3003079
d14I_78086_3	HC257_9_5	3003079
d21A_37372_1	d21A_37372_1	3000823
d21A_37372_1	HC607_1_280	3000823
d21A_50547_2	d21A_50547_2	3004127
d21A_50547_2	d21K_17135_2	3004127
d21A_50547_2	d35L_213725_2	3004127
d21A_50547_2	d35N_43045_5	3004127
d35O_139556_1	d35O_139556_1	3000804
d35O_162804_2	d35O_162804_2	3004069
d1F_38859_3	d1F_38859_3	3003357
d1F_38859_3	d1F_71534_64	3003357
d1F_38859_3	d1I_52075_1	3003357
d1F_38859_3	d1L_38436_2	3003357
d1F_38859_3	d1M_57591_54	3003357
d1F_38859_3	d1M_35137_1	3003357
d1F_38859_3	d1O_7251_1	3003357
d1F_38859_3	d35E_75291_3	3003357
d1F_38859_3	d35H_56773_2	3003357
d1F_38859_3	d3E_54551_45	3003357
d1F_38859_3	d3G_26703_2	3003357
d1F_38859_3	d42I_60119_5	3003357
d1F_38859_3	d42O_45855_1	3003357
d1F_38859_3	d7H_1061_2	3003357
d1F_38859_3	d7J_9303_1	3003357
d1F_38859_3	d7L_113141_1	3003357
d1F_38859_3	d3F_8885_2	3003357
d1F_38859_3	d28A_15494_2	3003357
d1F_38859_3	d21K_85487_6	3003357
d1F_38859_3	d42D_201599_1	3003357
d1F_38859_3	d3I_35153_1	3003357
d1F_38859_3	d5O_18373_1	3003357
d14I_70251_8	d14I_70251_8	3003576
d14I_70251_8	d14N_58074_2	3003576
d14I_70251_8	d14O_3520_2	3003576
d14I_70251_8	d3C_3081_26	3003576
d14I_70251_8	d1I_52501_31	3003576
d14I_70251_8	d21A_6565_22	3003576
d14I_70251_8	d21E_19034_2	3003576
d14I_70251_8	d21F_58200_5	3003576
d14I_70251_8	d21J_140250_21	3003576
d14I_70251_8	d21K_39821_9	3003576
d14I_70251_8	d21O_47284_2	3003576
d14I_70251_8	d28E_78661_26	3003576
d14I_70251_8	d28K_31256_29	3003576
d14I_70251_8	d28N_5571_30	3003576
d14I_70251_8	d35A_1338_21	3003576
d14I_70251_8	d35D_25790_32	3003576
d14I_70251_8	d35M_10777_3	3003576
d14I_70251_8	d35O_56714_31	3003576
d14I_70251_8	d3I_9112_8	3003576
d14I_70251_8	d3J_10188_13	3003576
d14I_70251_8	d3L_35622_2	3003576
d14I_70251_8	d3O_19199_6	3003576
d14I_70251_8	d42M_20363_149	3003576
d14I_70251_8	d42N_19841_37	3003576
d14I_70251_8	d7B_8000_6	3003576
d14I_70251_8	d7F_6013_81	3003576
d14I_70251_8	HC160_25_10	3003576
d14I_70251_8	HC271_6_116	3003576
d14I_70251_8	HC47_28_7	3003576
d14I_70251_8	HC567_10_31	3003576
d14I_70251_8	HC966_15_74	3003576
HC145_4_175	HC145_4_175	3003735
d14A_7114_2	d14A_7114_2	3003689
d14A_7114_2	d14B_46434_1	3003689
d14A_7114_2	d14I_37790_1	3003689
d14A_7114_2	d14O_32202_2	3003689
d14A_7114_2	d21A_52115_14	3003689
d14A_7114_2	d21E_65256_1	3003689
d14A_7114_2	d21F_91137_4	3003689
d14A_7114_2	d21J_122846_2	3003689
d14A_7114_2	d21K_107568_3	3003689
d14A_7114_2	d21O_64116_7	3003689
d14A_7114_2	d28D_10801_10	3003689
d14A_7114_2	d28E_63262_2	3003689
d14A_7114_2	d28K_27011_2	3003689
d14A_7114_2	d28L_10416_1	3003689
d14A_7114_2	d28N_3007_35	3003689
d14A_7114_2	d35D_12643_6	3003689
d14A_7114_2	d35L_149752_11	3003689
d14A_7114_2	d35M_362_6	3003689
d14A_7114_2	d35N_26457_2	3003689
d14A_7114_2	d3I_15299_18	3003689
d14A_7114_2	d42L_3145_9	3003689
d14A_7114_2	d42M_36752_6	3003689
d14A_7114_2	d42N_69646_6	3003689
d14A_7114_2	d5O_5128_1	3003689
d14A_7114_2	d7B_14357_2	3003689
d14A_7114_2	d7F_12491_38	3003689
d14A_7114_2	HC47_41_2	3003689
d14A_7114_2	HC966_44_1	3003689
