d14C_7779_1	d14C_7779_1	ARGs	236	1024	-
d14C_7779_1	d14C_7779_2	Other	1155	1754	-
d14C_7779_1	d14C_7779_3	MGEs	1786	2799	+
d14I_32219_4	d14I_32219_1	Other	54	629	-
d14I_32219_4	d14I_32219_2	Other	757	1596	-
d14I_32219_4	d14I_32219_3	MGEs	1590	1937	-
d14I_32219_4	d14I_32219_4	ARGs	2143	2931	-
d14I_32219_4	d14I_32219_5	Other	3062	3535	-
d14I_32219_4	d14I_32219_6	MGEs	3693	4706	+
d14I_32219_4	d14I_32219_7	Other	5053	5445	+
d14J_20497_1	d14J_20497_1	ARGs	237	1025	-
d14J_20497_1	d14J_20497_2	Other	1156	1755	-
d14J_20497_1	d14J_20497_3	MGEs	1787	2800	+
d14J_20497_1	d14J_20497_4	Other	3077	3355	+
d14K_22564_7	d14K_22564_1	Other	2	724	-
d14K_22564_7	d14K_22564_2	MGEs	1099	1863	-
d14K_22564_7	d14K_22564_3	MGEs	2250	2387	+
d14K_22564_7	d14K_22564_4	Other	2370	2870	-
d14K_22564_7	d14K_22564_5	Other	2998	3837	-
d14K_22564_7	d14K_22564_6	MGEs	3831	4178	-
d14K_22564_7	d14K_22564_7	ARGs	4384	5172	-
d14K_22564_7	d14K_22564_8	MGEs	5934	6947	+
d14K_22564_7	d14K_22564_9	Other	7150	7500	+
d14K_22564_7	d14K_22564_10	Other	7626	7919	+
d14L_16306_3	d14L_16306_1	MGEs	282	1295	-
d14L_16306_3	d14L_16306_2	Other	1453	1926	+
d14L_16306_3	d14L_16306_3	ARGs	2057	2845	+
d14L_16306_3	d14L_16306_4	MGEs	3051	3398	+
d14L_16306_3	d14L_16306_5	Other	3392	4231	+
d14L_16306_3	d14L_16306_6	Other	4359	4859	+
d14L_16306_3	d14L_16306_7	MGEs	4842	4979	-
d14L_16306_3	d14L_16306_8	MGEs	5366	6130	+
d14M_37441_2	d14M_37441_1	Other	1	597	-
d14M_37441_2	d14M_37441_2	ARGs	1359	2147	+
d14M_37441_2	d14M_37441_3	MGEs	2353	2700	+
d14M_37441_2	d14M_37441_4	Other	2694	3533	+
d14M_37441_2	d14M_37441_5	Other	3661	4161	+
d14M_37441_2	d14M_37441_6	MGEs	4144	4281	-
d14M_37441_2	d14M_37441_7	Other	4668	4730	+
d14N_47898_3	d14N_47898_1	Other	19	729	-
d14N_47898_3	d14N_47898_2	MGEs	738	1769	-
d14N_47898_3	d14N_47898_3	ARGs	2531	3319	+
d14N_47898_3	d14N_47898_4	MGEs	3525	3872	+
d14N_47898_3	d14N_47898_5	Other	3866	4705	+
d14N_47898_3	d14N_47898_6	Other	4833	5333	+
d14N_47898_3	d14N_47898_7	MGEs	5316	5453	-
d14N_47898_3	d14N_47898_8	Other	5840	5917	+
d14O_21241_5	d14O_21241_1	Other	216	932	+
d14O_21241_5	d14O_21241_2	Other	1054	1764	-
d14O_21241_5	d14O_21241_3	MGEs	1773	2804	-
d14O_21241_5	d14O_21241_4	Other	2836	3435	+
d14O_21241_5	d14O_21241_5	ARGs	3566	4354	+
d14O_21241_5	d14O_21241_6	MGEs	4560	4907	+
d14O_21241_5	d14O_21241_7	Other	4901	5740	+
d14O_21241_5	d14O_21241_8	Other	5868	6368	+
d14O_21241_5	d14O_21241_9	Other	6351	6470	-
d1F_21857_5	d1F_21857_1	MGEs	34	3000	-
d1F_21857_5	d1F_21857_2	Other	3004	3564	-
d1F_21857_5	d1F_21857_3	Other	3740	4090	-
d1F_21857_5	d1F_21857_4	MGEs	4293	5306	-
d1F_21857_5	d1F_21857_5	ARGs	6068	6856	+
d1F_21857_5	d1F_21857_6	MGEs	7062	7409	+
d1F_21857_5	d1F_21857_7	Other	7403	8242	+
d1F_21857_5	d1F_21857_8	Other	8370	8573	+
d1F_21857_5	d1F_21857_9	MGEs	8943	9647	-
d1F_21857_5	d1F_21857_10	Other	9698	10180	+
d1F_21857_5	d1F_21857_11	Other	10245	10520	+
d1F_21857_5	d1F_21857_12	MGEs	10517	11374	+
d1I_13279_2	d1I_13279_1	Other	1	633	+
d1I_13279_2	d1I_13279_2	ARGs	764	1552	+
d1I_13279_2	d1I_13279_3	MGEs	1758	2105	+
d1I_13279_2	d1I_13279_4	Other	2099	2938	+
d1I_13279_2	d1I_13279_5	Other	3066	3338	+
d21B_15736_7	d21B_15736_1	Other	2	88	-
d21B_15736_7	d21B_15736_2	MGEs	246	1010	-
d21B_15736_7	d21B_15736_3	MGEs	1397	1534	+
d21B_15736_7	d21B_15736_4	Other	1517	2017	-
d21B_15736_7	d21B_15736_5	Other	2145	2984	-
d21B_15736_7	d21B_15736_6	MGEs	2978	3325	-
d21B_15736_7	d21B_15736_7	ARGs	3531	4319	-
d21B_15736_7	d21B_15736_8	Other	4450	4923	-
d21B_15736_7	d21B_15736_9	MGEs	5081	6112	+
d21C_3328_6	d21C_3328_1	MGEs	224	988	-
d21C_3328_6	d21C_3328_2	MGEs	1375	1512	+
d21C_3328_6	d21C_3328_3	Other	1495	1995	-
d21C_3328_6	d21C_3328_4	Other	2123	2962	-
d21C_3328_6	d21C_3328_5	MGEs	2956	3303	-
d21C_3328_6	d21C_3328_6	ARGs	3509	4297	-
d21C_3328_6	d21C_3328_7	Other	4428	4901	-
d21C_3328_6	d21C_3328_8	MGEs	5059	6090	+
d21C_3328_6	d21C_3328_9	Other	6099	6194	+
d21E_33595_6	d21E_33595_1	Other	3	518	-
d21E_33595_6	d21E_33595_2	MGEs	862	999	+
d21E_33595_6	d21E_33595_3	Other	982	1482	-
d21E_33595_6	d21E_33595_4	Other	1610	2449	-
d21E_33595_6	d21E_33595_5	MGEs	2443	2790	-
d21E_33595_6	d21E_33595_6	ARGs	2996	3784	-
d21E_33595_6	d21E_33595_7	MGEs	4546	5559	+
d21E_33595_6	d21E_33595_8	Other	5762	6112	+
d21E_33595_6	d21E_33595_9	Other	6238	6798	+
d21E_33595_6	d21E_33595_10	Other	6801	7295	+
d21F_35283_5	d21F_35283_1	Other	2	79	-
d21F_35283_5	d21F_35283_2	Other	586	1086	-
d21F_35283_5	d21F_35283_3	Other	1214	2053	-
d21F_35283_5	d21F_35283_4	MGEs	2047	2394	-
d21F_35283_5	d21F_35283_5	ARGs	2600	3388	-
d21F_35283_5	d21F_35283_6	Other	3519	4118	-
d21F_35283_5	d21F_35283_7	MGEs	4150	5163	+
d21F_35283_5	d21F_35283_8	Other	5366	5716	+
d21F_35283_5	d21F_35283_9	Other	5842	6402	+
d21F_35283_5	d21F_35283_10	MGEs	6405	9371	+
d21G_4574_6	d21G_4574_1	MGEs	175	939	-
d21G_4574_6	d21G_4574_2	MGEs	1326	1463	+
d21G_4574_6	d21G_4574_3	Other	1446	1946	-
d21G_4574_6	d21G_4574_4	Other	2074	2913	-
d21G_4574_6	d21G_4574_5	MGEs	2907	3254	-
d21G_4574_6	d21G_4574_6	ARGs	3460	4248	-
d21G_4574_6	d21G_4574_7	Other	4333	4833	-
d21J_75466_8	d21J_75466_2	Other	1112	2350	+
d21J_75466_8	d21J_75466_3	Other	2350	2934	+
d21J_75466_8	d21J_75466_4	MGEs	3427	4191	-
d21J_75466_8	d21J_75466_5	Other	4698	5198	-
d21J_75466_8	d21J_75466_6	Other	5326	6165	-
d21J_75466_8	d21J_75466_7	MGEs	6159	6506	-
d21J_75466_8	d21J_75466_8	ARGs	6712	7500	-
d21J_75466_8	d21J_75466_9	Other	7631	8230	-
d21J_75466_8	d21J_75466_10	MGEs	8262	9275	+
d21K_107049_8	d21K_107049_1	Other	1	219	+
d21K_107049_8	d21K_107049_2	Other	261	767	+
d21K_107049_8	d21K_107049_3	MGEs	584	1378	-
d21K_107049_8	d21K_107049_4	MGEs	1732	1872	+
d21K_107049_8	d21K_107049_5	Other	1855	2355	-
d21K_107049_8	d21K_107049_6	Other	2483	3349	-
d21K_107049_8	d21K_107049_7	MGEs	3427	3603	+
d21K_107049_8	d21K_107049_8	ARGs	3869	4657	-
d21K_107049_8	d21K_107049_9	Other	4788	5387	-
d21K_107049_8	d21K_107049_10	Other	5419	5634	+
d21L_21156_7	d21L_21156_1	Other	3	362	-
d21L_21156_7	d21L_21156_2	Other	488	1102	+
d21L_21156_7	d21L_21156_3	Other	1168	1971	+
d21L_21156_7	d21L_21156_4	Other	1971	2807	+
d21L_21156_7	d21L_21156_5	MGEs	3068	4081	-
d21L_21156_7	d21L_21156_6	Other	4113	4712	+
d21L_21156_7	d21L_21156_7	ARGs	4843	5631	+
d21L_21156_7	d21L_21156_8	MGEs	5837	6184	+
d21L_21156_7	d21L_21156_9	Other	6178	7017	+
d21L_21156_7	d21L_21156_10	Other	7145	7645	+
d21L_21156_7	d21L_21156_11	Other	7614	8123	-
d21L_21156_7	d21L_21156_12	MGEs	8152	8916	+
d21M_20239_5	d21M_20239_1	MGEs	96	209	-
d21M_20239_5	d21M_20239_2	Other	673	1173	-
d21M_20239_5	d21M_20239_3	Other	1301	2140	-
d21M_20239_5	d21M_20239_4	MGEs	2134	2481	-
d21M_20239_5	d21M_20239_5	ARGs	2687	3475	-
d21M_20239_5	d21M_20239_6	Other	3606	4307	-
d21M_20239_5	d21M_20239_7	Other	4589	4750	-
d21N_2662_3	d21N_2662_1	Other	77	787	-
d21N_2662_3	d21N_2662_2	MGEs	796	1827	-
d21N_2662_3	d21N_2662_3	ARGs	2589	3377	+
d21N_2662_3	d21N_2662_4	MGEs	3583	3930	+
d21N_2662_3	d21N_2662_5	Other	3924	4763	+
d21N_2662_3	d21N_2662_6	Other	4891	5391	+
d21N_2662_3	d21N_2662_7	MGEs	5374	5511	-
d21N_2662_3	d21N_2662_8	Other	5898	5975	+
d21O_82867_6	d21O_82867_1	Other	1	1194	-
d21O_82867_6	d21O_82867_2	MGEs	1538	1675	+
