d21O_82867_6	d21O_82867_3	Other	1658	2158	-
d21O_82867_6	d21O_82867_4	Other	2286	3125	-
d21O_82867_6	d21O_82867_5	MGEs	3119	3466	-
d21O_82867_6	d21O_82867_6	ARGs	3672	4460	-
d21O_82867_6	d21O_82867_7	MGEs	5222	6235	+
d21O_82867_6	d21O_82867_8	Other	6336	6596	+
d28D_21436_7	d28D_21436_3	MGEs	1617	4568	-
d28D_21436_7	d28D_21436_4	Other	4571	5131	-
d28D_21436_7	d28D_21436_5	Other	5257	5607	-
d28D_21436_7	d28D_21436_6	MGEs	5810	6823	-
d28D_21436_7	d28D_21436_7	ARGs	7585	8373	+
d28D_21436_7	d28D_21436_8	MGEs	8579	8926	+
d28D_21436_7	d28D_21436_9	Other	8920	9168	+
d28M_14093_1	d28M_14093_1	ARGs	175	963	-
d28M_14093_1	d28M_14093_2	Other	1094	1693	-
d28M_14093_1	d28M_14093_3	MGEs	1725	2738	+
d28O_11622_2	d28O_11622_1	Other	113	745	+
d28O_11622_2	d28O_11622_2	ARGs	876	1664	+
d28O_11622_2	d28O_11622_3	MGEs	1870	2217	+
d28O_11622_2	d28O_11622_4	Other	2211	3050	+
d28O_11622_2	d28O_11622_5	Other	3178	3678	+
d28O_11622_2	d28O_11622_6	MGEs	3661	3798	-
d28O_11622_2	d28O_11622_7	MGEs	4185	4949	+
d35A_69561_2	d35A_69561_1	Other	2	628	+
d35A_69561_2	d35A_69561_2	ARGs	759	1547	+
d35A_69561_2	d35A_69561_3	MGEs	1753	2100	+
d35A_69561_2	d35A_69561_4	Other	2094	2933	+
d35A_69561_2	d35A_69561_5	Other	3061	3561	+
d35A_69561_2	d35A_69561_6	Other	3544	3663	-
d35B_1555_3	d35B_1555_1	Other	3	143	-
d35B_1555_3	d35B_1555_2	MGEs	137	484	-
d35B_1555_3	d35B_1555_3	ARGs	690	1478	-
d35B_1555_3	d35B_1555_4	Other	1609	2082	-
d35D_28472_2	d35D_28472_1	Other	3	632	+
d35D_28472_2	d35D_28472_2	ARGs	763	1551	+
d35D_28472_2	d35D_28472_3	MGEs	1757	2104	+
d35D_28472_2	d35D_28472_4	Other	2098	2925	+
d35L_28152_2	d35L_28152_1	Other	3	632	+
d35L_28152_2	d35L_28152_2	ARGs	763	1551	+
d35L_28152_2	d35L_28152_3	MGEs	1757	2104	+
d35L_28152_2	d35L_28152_4	Other	2098	2937	+
d35L_28152_2	d35L_28152_5	Other	3065	3565	+
d35L_28152_2	d35L_28152_6	MGEs	3548	3685	-
d35L_28152_2	d35L_28152_7	Other	4072	4164	+
d42J_39204_4	d42J_39204_1	MGEs	248	1570	-
d42J_39204_4	d42J_39204_2	Other	1573	2130	-
d42J_39204_4	d42J_39204_3	MGEs	2436	3449	-
d42J_39204_4	d42J_39204_4	ARGs	4211	4999	+
d42J_39204_4	d42J_39204_5	MGEs	5205	5552	+
d42J_39204_4	d42J_39204_6	Other	5546	6073	+
d42L_11155_3	d42L_11155_1	Other	1	87	-
d42L_11155_3	d42L_11155_2	MGEs	96	1127	-
d42L_11155_3	d42L_11155_3	ARGs	1889	2677	+
d42L_11155_3	d42L_11155_4	MGEs	2883	3230	+
d42L_11155_3	d42L_11155_5	Other	3224	4063	+
d42L_11155_3	d42L_11155_6	Other	4191	4691	+
d42L_11155_3	d42L_11155_7	MGEs	4674	4811	-
d42L_11155_3	d42L_11155_8	Other	5198	5692	+
d5M_18333_3	d5M_18333_1	Other	2	85	-
d5M_18333_3	d5M_18333_2	MGEs	288	1301	-
d5M_18333_3	d5M_18333_3	ARGs	2063	2851	+
d5M_18333_3	d5M_18333_4	MGEs	3057	3404	+
d5M_18333_3	d5M_18333_5	Other	3398	4237	+
d5M_18333_3	d5M_18333_6	Other	4365	4865	+
d5M_18333_3	d5M_18333_7	MGEs	4848	4985	-
d5M_18333_3	d5M_18333_8	Other	5372	5440	+
d7E_27135_13	d7E_27135_7	Other	7488	7661	-
d7E_27135_13	d7E_27135_8	MGEs	7934	9613	+
d7E_27135_13	d7E_27135_9	MGEs	9616	10608	+
d7E_27135_13	d7E_27135_10	Other	10577	11077	-
d7E_27135_13	d7E_27135_11	Other	11205	12044	-
d7E_27135_13	d7E_27135_12	MGEs	12038	12385	-
d7E_27135_13	d7E_27135_13	ARGs	12591	13379	-
d7E_27135_13	d7E_27135_14	Other	13510	14136	-
d7L_77026_1	d7L_77026_1	ARGs	184	972	-
d7L_77026_1	d7L_77026_2	Other	1103	1702	-
d7L_77026_1	d7L_77026_3	MGEs	1734	2747	+
d7L_77026_1	d7L_77026_4	Other	2716	3300	+
d7M_41119_6	d7M_41119_1	MGEs	55	819	-
d7M_41119_6	d7M_41119_2	MGEs	1206	1343	+
d7M_41119_6	d7M_41119_3	Other	1326	1826	-
d7M_41119_6	d7M_41119_4	Other	1954	2793	-
d7M_41119_6	d7M_41119_5	MGEs	2787	3134	-
d7M_41119_6	d7M_41119_6	ARGs	3340	4128	-
d7M_41119_6	d7M_41119_7	Other	4259	4732	-
d7M_41119_6	d7M_41119_8	MGEs	4890	5903	+
d21J_122846_2	d21J_122846_1	Other	2	1285	+
d21J_122846_2	d21J_122846_2	ARGs	1506	3131	+
d21J_122846_2	d21J_122846_3	Other	3179	3925	+
d21J_122846_2	d21J_122846_4	MGEs	4066	4989	+
d21J_122846_2	d21J_122846_5	Other	4952	5959	+
d28K_27011_2	d28K_27011_1	Other	56	853	-
d28K_27011_2	d28K_27011_2	ARGs	901	2526	-
d28K_27011_2	d28K_27011_3	MGEs	2722	3645	-
d28K_27011_2	d28K_27011_4	Other	3726	4052	-
d28K_27011_2	d28K_27011_5	Other	4049	4270	-
d28K_27011_2	d28K_27011_6	Other	4851	5168	+
d28K_27011_2	d28K_27011_7	Other	5176	5955	+
d28K_27011_2	d28K_27011_8	Other	6165	6731	+
d28K_27011_2	d28K_27011_9	Other	6742	7353	+
d28K_27011_2	d28K_27011_10	Other	7368	8249	+
d14D_841_3	d14D_841_1	MGEs	62	826	+
d14D_841_3	d14D_841_2	Other	1319	1903	-
d14D_841_3	d14D_841_3	ARGs	1903	3141	-
d14D_841_3	d14D_841_4	Other	3138	4043	-
d14I_95248_3	d14I_95248_1	MGEs	544	1308	+
d14I_95248_3	d14I_95248_2	Other	1801	2385	-
d14I_95248_3	d14I_95248_3	ARGs	2385	3623	-
d14I_95248_3	d14I_95248_4	Other	3620	4525	-
d14I_95248_3	d14I_95248_5	MGEs	4647	5351	-
d14I_95248_3	d14I_95248_6	Other	5465	6241	+
d14I_95248_3	d14I_95248_7	Other	6470	7495	+
d14I_95248_3	d14I_95248_8	MGEs	7917	8669	-
d1I_54713_2	d1I_54713_1	Other	210	1115	+
d1I_54713_2	d1I_54713_2	ARGs	1112	2350	+
d1I_54713_2	d1I_54713_3	Other	2350	2934	+
d1I_54713_2	d1I_54713_4	MGEs	3427	4191	-
d1I_54713_2	d1I_54713_5	Other	4394	4894	-
d1I_54713_2	d1I_54713_6	MGEs	4947	5960	-
d21J_75466_2	d21J_75466_1	Other	210	1115	+
d21J_75466_2	d21J_75466_2	ARGs	1112	2350	+
d21J_75466_2	d21J_75466_3	Other	2350	2934	+
d21J_75466_2	d21J_75466_4	MGEs	3427	4191	-
d21J_75466_2	d21J_75466_5	Other	4698	5198	-
d21J_75466_2	d21J_75466_6	Other	5326	6165	-
d21J_75466_2	d21J_75466_7	MGEs	6159	6506	-
d21J_75466_2	d21J_75466_8	Other	6712	7500	-
d28E_6353_6	d28E_6353_1	MGEs	112	459	+
d28E_6353_6	d28E_6353_2	Other	453	1292	+
d28E_6353_6	d28E_6353_3	Other	1420	1920	+
d28E_6353_6	d28E_6353_4	MGEs	2427	3191	+
d28E_6353_6	d28E_6353_5	Other	3684	4268	-
d28E_6353_6	d28E_6353_6	ARGs	4268	5506	-
d28E_6353_6	d28E_6353_7	Other	5503	6408	-
d28E_6353_6	d28E_6353_8	MGEs	6530	7234	-
d28N_8648_8	d28N_8648_3	Other	2056	2598	+
d28N_8648_8	d28N_8648_4	Other	3295	3522	+
d28N_8648_8	d28N_8648_5	Other	3573	4709	+
d28N_8648_8	d28N_8648_6	MGEs	5268	6032	+
d28N_8648_8	d28N_8648_7	Other	6525	7109	-
d28N_8648_8	d28N_8648_8	ARGs	7109	8347	-
d28N_8648_8	d28N_8648_9	Other	8344	9249	-
d35A_26237_3	d35A_26237_1	MGEs	62	826	+
d35A_26237_3	d35A_26237_2	Other	1319	1903	-
d35A_26237_3	d35A_26237_3	ARGs	1903	3141	-
d35A_26237_3	d35A_26237_4	Other	3138	4043	-
d3J_12396_3	d3J_12396_1	MGEs	160	924	+
d3J_12396_3	d3J_12396_2	Other	1417	2001	-
d3J_12396_3	d3J_12396_3	ARGs	2001	3239	-
d3J_12396_3	d3J_12396_4	Other	3236	4141	-
HC160_106_2	HC160_106_1	Other	147	1052	+
HC160_106_2	HC160_106_2	ARGs	1049	2287	+
HC160_106_2	HC160_106_3	Other	2287	2871	+
HC160_106_2	HC160_106_4	MGEs	3364	4128	-
HC966_91_3	HC966_91_1	MGEs	166	930	+
HC966_91_3	HC966_91_2	Other	1423	2007	-
HC966_91_3	HC966_91_3	ARGs	2007	3245	-
HC966_91_3	HC966_91_4	Other	3242	4147	-
d14D_841_4	d14D_841_1	MGEs	62	826	+
d14D_841_4	d14D_841_2	Other	1319	1903	-
d14D_841_4	d14D_841_3	Other	1903	3141	-
d14D_841_4	d14D_841_4	ARGs	3138	4043	-
d14I_95248_4	d14I_95248_1	MGEs	544	1308	+
d14I_95248_4	d14I_95248_2	Other	1801	2385	-
d14I_95248_4	d14I_95248_3	Other	2385	3623	-
d14I_95248_4	d14I_95248_4	ARGs	3620	4525	-
d14I_95248_4	d14I_95248_5	MGEs	4647	5351	-
d14I_95248_4	d14I_95248_6	Other	5465	6241	+
d14I_95248_4	d14I_95248_7	Other	6470	7495	+
d14I_95248_4	d14I_95248_8	MGEs	7917	8669	-
d14I_95248_4	d14I_95248_9	Other	8803	9948	+
d1I_54713_1	d1I_54713_1	ARGs	210	1115	+
d1I_54713_1	d1I_54713_2	Other	1112	2350	+
d1I_54713_1	d1I_54713_3	Other	2350	2934	+
d1I_54713_1	d1I_54713_4	MGEs	3427	4191	-
d1I_54713_1	d1I_54713_5	Other	4394	4894	-
d1I_54713_1	d1I_54713_6	MGEs	4947	5960	-
d21J_75466_1	d21J_75466_1	ARGs	210	1115	+
d21J_75466_1	d21J_75466_2	Other	1112	2350	+
d21J_75466_1	d21J_75466_3	Other	2350	2934	+
d21J_75466_1	d21J_75466_4	MGEs	3427	4191	-
d21J_75466_1	d21J_75466_5	Other	4698	5198	-
d21J_75466_1	d21J_75466_6	Other	5326	6165	-
d28E_6353_7	d28E_6353_2	Other	453	1292	+
d28E_6353_7	d28E_6353_3	Other	1420	1920	+
d28E_6353_7	d28E_6353_4	MGEs	2427	3191	+
d28E_6353_7	d28E_6353_5	Other	3684	4268	-
d28E_6353_7	d28E_6353_6	Other	4268	5506	-
d28E_6353_7	d28E_6353_7	ARGs	5503	6408	-
d28E_6353_7	d28E_6353_8	MGEs	6530	7234	-
d28N_8648_9	d28N_8648_4	Other	3295	3522	+
d28N_8648_9	d28N_8648_5	Other	3573	4709	+
d28N_8648_9	d28N_8648_6	MGEs	5268	6032	+
d28N_8648_9	d28N_8648_7	Other	6525	7109	-
d28N_8648_9	d28N_8648_8	Other	7109	8347	-
d28N_8648_9	d28N_8648_9	ARGs	8344	9249	-
d35A_26237_4	d35A_26237_1	MGEs	62	826	+
d35A_26237_4	d35A_26237_2	Other	1319	1903	-
d35A_26237_4	d35A_26237_3	Other	1903	3141	-
d35A_26237_4	d35A_26237_4	ARGs	3138	4043	-
d3J_12396_4	d3J_12396_1	MGEs	160	924	+
d3J_12396_4	d3J_12396_2	Other	1417	2001	-
d3J_12396_4	d3J_12396_3	Other	2001	3239	-
d3J_12396_4	d3J_12396_4	ARGs	3236	4141	-
HC160_106_1	HC160_106_1	ARGs	147	1052	+
HC160_106_1	HC160_106_2	Other	1049	2287	+
HC160_106_1	HC160_106_3	Other	2287	2871	+
HC160_106_1	HC160_106_4	MGEs	3364	4128	-
HC966_91_4	HC966_91_1	MGEs	166	930	+
HC966_91_4	HC966_91_2	Other	1423	2007	-
HC966_91_4	HC966_91_3	Other	2007	3245	-
HC966_91_4	HC966_91_4	ARGs	3242	4147	-
d14A_12167_4	d14A_12167_1	Other	2	640	+
d14A_12167_4	d14A_12167_2	Other	609	1109	-
d14A_12167_4	d14A_12167_3	Other	1237	2076	-
d14A_12167_4	d14A_12167_4	ARGs|MGEs	2070	2417	-
d14A_12167_4	d14A_12167_5	Other	2623	3186	-
d14B_77489_1	d14B_77489_1	ARGs|MGEs	112	459	+
d14B_77489_1	d14B_77489_2	Other	453	1292	+
d14B_77489_1	d14B_77489_3	Other	1420	1920	+
d14B_77489_1	d14B_77489_4	MGEs	2384	4063	+
d14B_77489_1	d14B_77489_5	Other	4066	4962	+
d14C_4983_1	d14C_4983_1	ARGs|MGEs	112	459	+
d14C_4983_1	d14C_4983_2	Other	453	1292	+
d14C_4983_1	d14C_4983_3	Other	1420	1920	+
d14C_4983_1	d14C_4983_4	MGEs	1903	2040	-
d14C_4983_1	d14C_4983_5	Other	2427	2921	+
d14D_15632_1	d14D_15632_1	ARGs|MGEs	112	459	+
d14D_15632_1	d14D_15632_2	Other	453	1292	+
d14D_15632_1	d14D_15632_3	Other	1420	1596	+
d14G_12631_2	d14G_12631_1	Other	20	859	-
d14G_12631_2	d14G_12631_2	ARGs|MGEs	853	1200	-
d14I_32219_3	d14I_32219_1	Other	54	629	-
d14I_32219_3	d14I_32219_2	Other	757	1596	-
d14I_32219_3	d14I_32219_3	ARGs|MGEs	1590	1937	-
d14I_32219_3	d14I_32219_4	Other	2143	2931	-
d14I_32219_3	d14I_32219_5	Other	3062	3535	-
d14I_32219_3	d14I_32219_6	MGEs	3693	4706	+
d14I_32219_3	d14I_32219_7	Other	5053	5445	+
d14J_43687_1	d14J_43687_1	ARGs|MGEs	111	458	+
d14J_43687_1	d14J_43687_2	Other	452	1291	+
d14J_43687_1	d14J_43687_3	Other	1419	1595	+
d14K_22564_6	d14K_22564_1	Other	2	724	-
d14K_22564_6	d14K_22564_2	MGEs	1099	1863	-
d14K_22564_6	d14K_22564_3	MGEs	2250	2387	+
d14K_22564_6	d14K_22564_4	Other	2370	2870	-
d14K_22564_6	d14K_22564_5	Other	2998	3837	-
d14K_22564_6	d14K_22564_6	ARGs|MGEs	3831	4178	-
d14K_22564_6	d14K_22564_7	Other	4384	5172	-
d14K_22564_6	d14K_22564_8	MGEs	5934	6947	+
d14K_22564_6	d14K_22564_9	Other	7150	7500	+
d14K_22564_6	d14K_22564_10	Other	7626	7919	+
d14L_16306_4	d14L_16306_1	MGEs	282	1295	-
d14L_16306_4	d14L_16306_2	Other	1453	1926	+
d14L_16306_4	d14L_16306_3	Other	2057	2845	+
d14L_16306_4	d14L_16306_4	ARGs|MGEs	3051	3398	+
d14L_16306_4	d14L_16306_5	Other	3392	4231	+
d14L_16306_4	d14L_16306_6	Other	4359	4859	+
d14L_16306_4	d14L_16306_7	MGEs	4842	4979	-
d14L_16306_4	d14L_16306_8	MGEs	5366	6130	+
d14M_37441_3	d14M_37441_1	Other	1	597	-
d14M_37441_3	d14M_37441_2	Other	1359	2147	+
d14M_37441_3	d14M_37441_3	ARGs|MGEs	2353	2700	+
d14M_37441_3	d14M_37441_4	Other	2694	3533	+
d14M_37441_3	d14M_37441_5	Other	3661	4161	+
d14M_37441_3	d14M_37441_6	MGEs	4144	4281	-
d14M_37441_3	d14M_37441_7	Other	4668	4730	+
d14N_47898_4	d14N_47898_1	Other	19	729	-
d14N_47898_4	d14N_47898_2	MGEs	738	1769	-
d14N_47898_4	d14N_47898_3	Other	2531	3319	+
d14N_47898_4	d14N_47898_4	ARGs|MGEs	3525	3872	+
d14N_47898_4	d14N_47898_5	Other	3866	4705	+
d14N_47898_4	d14N_47898_6	Other	4833	5333	+
d14N_47898_4	d14N_47898_7	MGEs	5316	5453	-
d14N_47898_4	d14N_47898_8	Other	5840	5917	+
d14O_21241_6	d14O_21241_1	Other	216	932	+
d14O_21241_6	d14O_21241_2	Other	1054	1764	-
d14O_21241_6	d14O_21241_3	MGEs	1773	2804	-
d14O_21241_6	d14O_21241_4	Other	2836	3435	+
d14O_21241_6	d14O_21241_5	Other	3566	4354	+
d14O_21241_6	d14O_21241_6	ARGs|MGEs	4560	4907	+
d14O_21241_6	d14O_21241_7	Other	4901	5740	+
d14O_21241_6	d14O_21241_8	Other	5868	6368	+
d14O_21241_6	d14O_21241_9	Other	6351	6470	-
d1F_21857_6	d1F_21857_1	MGEs	34	3000	-
d1F_21857_6	d1F_21857_2	Other	3004	3564	-
d1F_21857_6	d1F_21857_3	Other	3740	4090	-
d1F_21857_6	d1F_21857_4	MGEs	4293	5306	-
d1F_21857_6	d1F_21857_5	Other	6068	6856	+
d1F_21857_6	d1F_21857_6	ARGs|MGEs	7062	7409	+
d1F_21857_6	d1F_21857_7	Other	7403	8242	+
d1F_21857_6	d1F_21857_8	Other	8370	8573	+
d1F_21857_6	d1F_21857_9	MGEs	8943	9647	-
d1F_21857_6	d1F_21857_10	Other	9698	10180	+
d1F_21857_6	d1F_21857_11	Other	10245	10520	+
d1F_21857_6	d1F_21857_12	MGEs	10517	11374	+
d1F_21857_6	d1F_21857_13	Other	11865	12284	+
d1F_21857_6	d1F_21857_14	Other	12284	13120	+
d1I_13279_3	d1I_13279_1	Other	1	633	+
d1I_13279_3	d1I_13279_2	Other	764	1552	+
d1I_13279_3	d1I_13279_3	ARGs|MGEs	1758	2105	+
d1I_13279_3	d1I_13279_4	Other	2099	2938	+
d1I_13279_3	d1I_13279_5	Other	3066	3338	+
d21B_15736_6	d21B_15736_1	Other	2	88	-
d21B_15736_6	d21B_15736_2	MGEs	246	1010	-
d21B_15736_6	d21B_15736_3	MGEs	1397	1534	+
