d3J_12396_3	---(d3J_12396_1 MGEs)------(d3J_12396_2)------(d3J_12396_3 ARGs)------(d3J_12396_4)---
HC160_106_2	---(HC160_106_1)------(HC160_106_2 ARGs)------(HC160_106_3)------(HC160_106_4 MGEs)---
HC966_91_3	---(HC966_91_1 MGEs)------(HC966_91_2)------(HC966_91_3 ARGs)------(HC966_91_4)---
d14D_841_4	---(d14D_841_1 MGEs)------(d14D_841_2)------(d14D_841_3)------(d14D_841_4 ARGs)---
d14I_95248_4	---(d14I_95248_1 MGEs)------(d14I_95248_2)------(d14I_95248_3)------(d14I_95248_4 ARGs)------(d14I_95248_5 MGEs)------(d14I_95248_6)------(d14I_95248_7)------(d14I_95248_8 MGEs)------(d14I_95248_9)---
d1I_54713_1	---(d1I_54713_1 ARGs)------(d1I_54713_2)------(d1I_54713_3)------(d1I_54713_4 MGEs)------(d1I_54713_5)------(d1I_54713_6 MGEs)---
d21J_75466_1	---(d21J_75466_1 ARGs)------(d21J_75466_2)------(d21J_75466_3)------(d21J_75466_4 MGEs)------(d21J_75466_5)------(d21J_75466_6)---
d28E_6353_7	---(d28E_6353_2)------(d28E_6353_3)------(d28E_6353_4 MGEs)------(d28E_6353_5)------(d28E_6353_6)------(d28E_6353_7 ARGs)------(d28E_6353_8 MGEs)---
d28N_8648_9	---(d28N_8648_4)------(d28N_8648_5)------(d28N_8648_6 MGEs)------(d28N_8648_7)------(d28N_8648_8)------(d28N_8648_9 ARGs)---
d35A_26237_4	---(d35A_26237_1 MGEs)------(d35A_26237_2)------(d35A_26237_3)------(d35A_26237_4 ARGs)---
d3J_12396_4	---(d3J_12396_1 MGEs)------(d3J_12396_2)------(d3J_12396_3)------(d3J_12396_4 ARGs)---
HC160_106_1	---(HC160_106_1 ARGs)------(HC160_106_2)------(HC160_106_3)------(HC160_106_4 MGEs)---
HC966_91_4	---(HC966_91_1 MGEs)------(HC966_91_2)------(HC966_91_3)------(HC966_91_4 ARGs)---
d14A_12167_4	---(d14A_12167_1)------(d14A_12167_2)------(d14A_12167_3)------(d14A_12167_4 ARGs|MGEs)------(d14A_12167_5)---
d14B_77489_1	---(d14B_77489_1 ARGs|MGEs)------(d14B_77489_2)------(d14B_77489_3)------(d14B_77489_4 MGEs)------(d14B_77489_5)---
d14C_4983_1	---(d14C_4983_1 ARGs|MGEs)------(d14C_4983_2)------(d14C_4983_3)------(d14C_4983_4 MGEs)------(d14C_4983_5)---
d14D_15632_1	---(d14D_15632_1 ARGs|MGEs)------(d14D_15632_2)------(d14D_15632_3)---
d14G_12631_2	---(d14G_12631_1)------(d14G_12631_2 ARGs|MGEs)---
d14I_32219_3	---(d14I_32219_1)------(d14I_32219_2)------(d14I_32219_3 ARGs|MGEs)------(d14I_32219_4)------(d14I_32219_5)------(d14I_32219_6 MGEs)------(d14I_32219_7)---
d14J_43687_1	---(d14J_43687_1 ARGs|MGEs)------(d14J_43687_2)------(d14J_43687_3)---
d14K_22564_6	---(d14K_22564_1)------(d14K_22564_2 MGEs)------(d14K_22564_3 MGEs)------(d14K_22564_4)------(d14K_22564_5)------(d14K_22564_6 ARGs|MGEs)------(d14K_22564_7)------(d14K_22564_8 MGEs)------(d14K_22564_9)------(d14K_22564_10)---
d14L_16306_4	---(d14L_16306_1 MGEs)------(d14L_16306_2)------(d14L_16306_3)------(d14L_16306_4 ARGs|MGEs)------(d14L_16306_5)------(d14L_16306_6)------(d14L_16306_7 MGEs)------(d14L_16306_8 MGEs)---
d14M_37441_3	---(d14M_37441_1)------(d14M_37441_2)------(d14M_37441_3 ARGs|MGEs)------(d14M_37441_4)------(d14M_37441_5)------(d14M_37441_6 MGEs)------(d14M_37441_7)---
d14N_47898_4	---(d14N_47898_1)------(d14N_47898_2 MGEs)------(d14N_47898_3)------(d14N_47898_4 ARGs|MGEs)------(d14N_47898_5)------(d14N_47898_6)------(d14N_47898_7 MGEs)------(d14N_47898_8)---
d14O_21241_6	---(d14O_21241_1)------(d14O_21241_2)------(d14O_21241_3 MGEs)------(d14O_21241_4)------(d14O_21241_5)------(d14O_21241_6 ARGs|MGEs)------(d14O_21241_7)------(d14O_21241_8)------(d14O_21241_9)---
d1F_21857_6	---(d1F_21857_1 MGEs)------(d1F_21857_2)------(d1F_21857_3)------(d1F_21857_4 MGEs)------(d1F_21857_5)------(d1F_21857_6 ARGs|MGEs)------(d1F_21857_7)------(d1F_21857_8)------(d1F_21857_9 MGEs)------(d1F_21857_10)------(d1F_21857_11)------(d1F_21857_12 MGEs)------(d1F_21857_13)------(d1F_21857_14)---
d1I_13279_3	---(d1I_13279_1)------(d1I_13279_2)------(d1I_13279_3 ARGs|MGEs)------(d1I_13279_4)------(d1I_13279_5)---
d21B_15736_6	---(d21B_15736_1)------(d21B_15736_2 MGEs)------(d21B_15736_3 MGEs)------(d21B_15736_4)------(d21B_15736_5)------(d21B_15736_6 ARGs|MGEs)------(d21B_15736_7)------(d21B_15736_8)------(d21B_15736_9 MGEs)---
d21C_3328_5	---(d21C_3328_1 MGEs)------(d21C_3328_2 MGEs)------(d21C_3328_3)------(d21C_3328_4)------(d21C_3328_5 ARGs|MGEs)------(d21C_3328_6)------(d21C_3328_7)------(d21C_3328_8 MGEs)------(d21C_3328_9)---
d21E_33595_5	---(d21E_33595_1)------(d21E_33595_2 MGEs)------(d21E_33595_3)------(d21E_33595_4)------(d21E_33595_5 ARGs|MGEs)------(d21E_33595_6)------(d21E_33595_7 MGEs)------(d21E_33595_8)------(d21E_33595_9)------(d21E_33595_10)---
d21F_35283_4	---(d21F_35283_1)------(d21F_35283_2)------(d21F_35283_3)------(d21F_35283_4 ARGs|MGEs)------(d21F_35283_5)------(d21F_35283_6)------(d21F_35283_7 MGEs)------(d21F_35283_8)------(d21F_35283_9)------(d21F_35283_10 MGEs)---
d21G_4574_5	---(d21G_4574_1 MGEs)------(d21G_4574_2 MGEs)------(d21G_4574_3)------(d21G_4574_4)------(d21G_4574_5 ARGs|MGEs)------(d21G_4574_6)------(d21G_4574_7)---
d21J_75466_7	---(d21J_75466_2)------(d21J_75466_3)------(d21J_75466_4 MGEs)------(d21J_75466_5)------(d21J_75466_6)------(d21J_75466_7 ARGs|MGEs)------(d21J_75466_8)------(d21J_75466_9)------(d21J_75466_10 MGEs)---
d21L_21156_8	---(d21L_21156_2)------(d21L_21156_3)------(d21L_21156_4)------(d21L_21156_5 MGEs)------(d21L_21156_6)------(d21L_21156_7)------(d21L_21156_8 ARGs|MGEs)------(d21L_21156_9)------(d21L_21156_10)------(d21L_21156_11)------(d21L_21156_12 MGEs)---
d21M_20239_4	---(d21M_20239_1 MGEs)------(d21M_20239_2)------(d21M_20239_3)------(d21M_20239_4 ARGs|MGEs)------(d21M_20239_5)------(d21M_20239_6)------(d21M_20239_7)---
d21N_2662_4	---(d21N_2662_1)------(d21N_2662_2 MGEs)------(d21N_2662_3)------(d21N_2662_4 ARGs|MGEs)------(d21N_2662_5)------(d21N_2662_6)------(d21N_2662_7 MGEs)------(d21N_2662_8)---
d21O_82867_5	---(d21O_82867_1)------(d21O_82867_2 MGEs)------(d21O_82867_3)------(d21O_82867_4)------(d21O_82867_5 ARGs|MGEs)------(d21O_82867_6)------(d21O_82867_7 MGEs)------(d21O_82867_8)---
d28A_206519_2	---(d28A_206519_1)------(d28A_206519_2 ARGs|MGEs)------(d28A_206519_3)------(d28A_206519_4)---
d28B_11106_3	---(d28B_11106_1)------(d28B_11106_2)------(d28B_11106_3 ARGs|MGEs)---
d28C_12122_5	---(d28C_12122_1 MGEs)------(d28C_12122_2 MGEs)------(d28C_12122_3)------(d28C_12122_4)------(d28C_12122_5 ARGs|MGEs)------(d28C_12122_6)------(d28C_12122_7 MGEs)------(d28C_12122_8)---
d28D_21436_8	---(d28D_21436_3 MGEs)------(d28D_21436_4)------(d28D_21436_5)------(d28D_21436_6 MGEs)------(d28D_21436_7)------(d28D_21436_8 ARGs|MGEs)------(d28D_21436_9)---
d28E_6353_1	---(d28E_6353_1 ARGs|MGEs)------(d28E_6353_2)------(d28E_6353_3)------(d28E_6353_4 MGEs)------(d28E_6353_5)------(d28E_6353_6)---
d28F_21055_3	---(d28F_21055_1)------(d28F_21055_2)------(d28F_21055_3 ARGs|MGEs)------(d28F_21055_4)------(d28F_21055_5)---
d28J_68181_7	---(d28J_68181_1)------(d28J_68181_2)------(d28J_68181_3 MGEs)------(d28J_68181_4 MGEs)------(d28J_68181_5)------(d28J_68181_6)------(d28J_68181_7 ARGs|MGEs)------(d28J_68181_8)------(d28J_68181_9)---
d28K_9681_1	---(d28K_9681_1 ARGs|MGEs)------(d28K_9681_2)------(d28K_9681_3)------(d28K_9681_4)---
d28L_8784_1	---(d28L_8784_1 ARGs|MGEs)------(d28L_8784_2)------(d28L_8784_3)------(d28L_8784_4)---
d28M_9763_6	---(d28M_9763_1)------(d28M_9763_2 MGEs)------(d28M_9763_3 MGEs)------(d28M_9763_4)------(d28M_9763_5)------(d28M_9763_6 ARGs|MGEs)------(d28M_9763_7)---
d28O_11622_3	---(d28O_11622_1)------(d28O_11622_2)------(d28O_11622_3 ARGs|MGEs)------(d28O_11622_4)------(d28O_11622_5)------(d28O_11622_6 MGEs)------(d28O_11622_7 MGEs)---
d35A_69561_3	---(d35A_69561_1)------(d35A_69561_2)------(d35A_69561_3 ARGs|MGEs)------(d35A_69561_4)------(d35A_69561_5)------(d35A_69561_6)---
d35B_1555_2	---(d35B_1555_1)------(d35B_1555_2 ARGs|MGEs)------(d35B_1555_3)------(d35B_1555_4)---
d35C_14863_2	---(d35C_14863_1)------(d35C_14863_2 ARGs|MGEs)---
d35D_28472_3	---(d35D_28472_1)------(d35D_28472_2)------(d35D_28472_3 ARGs|MGEs)------(d35D_28472_4)---
d35E_86692_3	---(d35E_86692_1)------(d35E_86692_2)------(d35E_86692_3 ARGs|MGEs)------(d35E_86692_4)------(d35E_86692_5)------(d35E_86692_6 MGEs)------(d35E_86692_7 MGEs)------(d35E_86692_8 MGEs)------(d35E_86692_9)------(d35E_86692_10)---
d35H_26554_12	---(d35H_26554_6)------(d35H_26554_7)------(d35H_26554_8)------(d35H_26554_9)------(d35H_26554_10 MGEs)------(d35H_26554_11)------(d35H_26554_12 ARGs|MGEs)------(d35H_26554_13)------(d35H_26554_14)------(d35H_26554_15 MGEs)---
d35J_44257_1	---(d35J_44257_1 ARGs|MGEs)------(d35J_44257_2)------(d35J_44257_3)------(d35J_44257_4 MGEs)------(d35J_44257_5)---
d35K_60558_2	---(d35K_60558_1)------(d35K_60558_2 ARGs|MGEs)------(d35K_60558_3)------(d35K_60558_4)------(d35K_60558_5 MGEs)---
d35L_28152_3	---(d35L_28152_1)------(d35L_28152_2)------(d35L_28152_3 ARGs|MGEs)------(d35L_28152_4)------(d35L_28152_5)------(d35L_28152_6 MGEs)------(d35L_28152_7)---
d35M_4746_3	---(d35M_4746_1)------(d35M_4746_2)------(d35M_4746_3 ARGs|MGEs)------(d35M_4746_4)---
d35N_16143_2	---(d35N_16143_1)------(d35N_16143_2 ARGs|MGEs)------(d35N_16143_3)---
d35O_14936_4	---(d35O_14936_1)------(d35O_14936_2)------(d35O_14936_3)------(d35O_14936_4 ARGs|MGEs)------(d35O_14936_5)------(d35O_14936_6)------(d35O_14936_7)------(d35O_14936_8)---
d3A_29318_2	---(d3A_29318_1)------(d3A_29318_2 ARGs|MGEs)------(d3A_29318_3)---
d3B_15875_2	---(d3B_15875_1)------(d3B_15875_2 ARGs|MGEs)------(d3B_15875_3)------(d3B_15875_4)------(d3B_15875_5 MGEs)------(d3B_15875_6 MGEs)---
d3F_16270_2	---(d3F_16270_1)------(d3F_16270_2 ARGs|MGEs)------(d3F_16270_3)---
d3I_11013_6	---(d3I_11013_1)------(d3I_11013_2)------(d3I_11013_3 MGEs)------(d3I_11013_4)------(d3I_11013_5)------(d3I_11013_6 ARGs|MGEs)------(d3I_11013_7)------(d3I_11013_8)------(d3I_11013_9 MGEs)---
d3J_22463_1	---(d3J_22463_1 ARGs|MGEs)------(d3J_22463_2)---
d3L_35104_3	---(d3L_35104_1)------(d3L_35104_2)------(d3L_35104_3 ARGs|MGEs)------(d3L_35104_4)---
d3N_1942_2	---(d3N_1942_1)------(d3N_1942_2 ARGs|MGEs)------(d3N_1942_3)---
d3O_17036_4	---(d3O_17036_1)------(d3O_17036_2)------(d3O_17036_3)------(d3O_17036_4 ARGs|MGEs)------(d3O_17036_5)---
d42A_36814_2	---(d42A_36814_1)------(d42A_36814_2 ARGs|MGEs)---
d42B_38374_3	---(d42B_38374_1)------(d42B_38374_2)------(d42B_38374_3 ARGs|MGEs)------(d42B_38374_4)---
d42C_17626_2	---(d42C_17626_1)------(d42C_17626_2 ARGs|MGEs)------(d42C_17626_3)---
d42D_53472_2	---(d42D_53472_1)------(d42D_53472_2 ARGs|MGEs)------(d42D_53472_3)---
d42E_99250_1	---(d42E_99250_1 ARGs|MGEs)------(d42E_99250_2)---
d42H_8549_2	---(d42H_8549_1)------(d42H_8549_2 ARGs|MGEs)------(d42H_8549_3)---
d42I_45184_2	---(d42I_45184_1)------(d42I_45184_2 ARGs|MGEs)------(d42I_45184_3)---
d42J_39204_5	---(d42J_39204_1 MGEs)------(d42J_39204_2)------(d42J_39204_3 MGEs)------(d42J_39204_4)------(d42J_39204_5 ARGs|MGEs)------(d42J_39204_6)---
d42L_11155_4	---(d42L_11155_1)------(d42L_11155_2 MGEs)------(d42L_11155_3)------(d42L_11155_4 ARGs|MGEs)------(d42L_11155_5)------(d42L_11155_6)------(d42L_11155_7 MGEs)------(d42L_11155_8)---
d42O_56085_2	---(d42O_56085_1)------(d42O_56085_2 ARGs|MGEs)---
d5B_7991_2	---(d5B_7991_1)------(d5B_7991_2 ARGs|MGEs)------(d5B_7991_3)------(d5B_7991_4)---
d5E_11445_5	---(d5E_11445_1)------(d5E_11445_2 MGEs)------(d5E_11445_3)------(d5E_11445_4)------(d5E_11445_5 ARGs|MGEs)------(d5E_11445_6)------(d5E_11445_7)------(d5E_11445_8)------(d5E_11445_9)------(d5E_11445_10 MGEs)------(d5E_11445_11)---
d5G_24076_2	---(d5G_24076_1)------(d5G_24076_2 ARGs|MGEs)------(d5G_24076_3)------(d5G_24076_4)---
d5H_1732_3	---(d5H_1732_1)------(d5H_1732_2)------(d5H_1732_3 ARGs|MGEs)---
d5I_10853_2	---(d5I_10853_1)------(d5I_10853_2 ARGs|MGEs)------(d5I_10853_3)------(d5I_10853_4)------(d5I_10853_5 MGEs)------(d5I_10853_6 MGEs)------(d5I_10853_7)---
d5J_2707_5	---(d5J_2707_1)------(d5J_2707_2)------(d5J_2707_3)------(d5J_2707_4)------(d5J_2707_5 ARGs|MGEs)------(d5J_2707_6)---
d5K_6583_8	---(d5K_6583_2)------(d5K_6583_3)------(d5K_6583_4)------(d5K_6583_5)------(d5K_6583_6)------(d5K_6583_7)------(d5K_6583_8 ARGs|MGEs)------(d5K_6583_9)---
d5L_11915_5	---(d5L_11915_1)------(d5L_11915_2 MGEs)------(d5L_11915_3)------(d5L_11915_4)------(d5L_11915_5 ARGs|MGEs)------(d5L_11915_6)------(d5L_11915_7)---
d5M_18333_4	---(d5M_18333_1)------(d5M_18333_2 MGEs)------(d5M_18333_3)------(d5M_18333_4 ARGs|MGEs)------(d5M_18333_5)------(d5M_18333_6)------(d5M_18333_7 MGEs)------(d5M_18333_8)---
d5N_16548_2	---(d5N_16548_1)------(d5N_16548_2 ARGs|MGEs)---
d5O_13741_3	---(d5O_13741_1)------(d5O_13741_2)------(d5O_13741_3 ARGs|MGEs)------(d5O_13741_4)---
d7A_793_2	---(d7A_793_1)------(d7A_793_2 ARGs|MGEs)------(d7A_793_3)---
d7B_73566_1	---(d7B_73566_1 ARGs|MGEs)------(d7B_73566_2)------(d7B_73566_3)------(d7B_73566_4 MGEs)------(d7B_73566_5 MGEs)---
d7E_27135_12	---(d7E_27135_7)------(d7E_27135_8 MGEs)------(d7E_27135_9 MGEs)------(d7E_27135_10)------(d7E_27135_11)------(d7E_27135_12 ARGs|MGEs)------(d7E_27135_13)------(d7E_27135_14)---
d7F_15115_3	---(d7F_15115_1)------(d7F_15115_2)------(d7F_15115_3 ARGs|MGEs)------(d7F_15115_4)---
d7H_68943_4	---(d7H_68943_1)------(d7H_68943_2)------(d7H_68943_3)------(d7H_68943_4 ARGs|MGEs)------(d7H_68943_5)---
d7I_14803_1	---(d7I_14803_1 ARGs|MGEs)------(d7I_14803_2)------(d7I_14803_3)------(d7I_14803_4 MGEs)---
d7J_12514_2	---(d7J_12514_1)------(d7J_12514_2 ARGs|MGEs)------(d7J_12514_3)------(d7J_12514_4)------(d7J_12514_5 MGEs)---
d7K_12389_15	---(d7K_12389_7)------(d7K_12389_8)------(d7K_12389_9)------(d7K_12389_10)------(d7K_12389_11 MGEs)------(d7K_12389_12 MGEs)------(d7K_12389_13)------(d7K_12389_14)------(d7K_12389_15 ARGs|MGEs)------(d7K_12389_16)---
d7L_9124_5	---(d7L_9124_1)------(d7L_9124_2 MGEs)------(d7L_9124_3)------(d7L_9124_4)------(d7L_9124_5 ARGs|MGEs)------(d7L_9124_6)---
d7M_41119_5	---(d7M_41119_1 MGEs)------(d7M_41119_2 MGEs)------(d7M_41119_3)------(d7M_41119_4)------(d7M_41119_5 ARGs|MGEs)------(d7M_41119_6)------(d7M_41119_7)------(d7M_41119_8 MGEs)---
d7N_40738_2	---(d7N_40738_1)------(d7N_40738_2 ARGs|MGEs)------(d7N_40738_3)------(d7N_40738_4)---
d7O_18917_1	---(d7O_18917_1 ARGs|MGEs)------(d7O_18917_2)------(d7O_18917_3)------(d7O_18917_4 MGEs)------(d7O_18917_5)---
HC47_242_2	---(HC47_242_1)------(HC47_242_2 ARGs|MGEs)---
d21K_107049_7	---(d21K_107049_1)------(d21K_107049_2)------(d21K_107049_3 MGEs)------(d21K_107049_4 MGEs)------(d21K_107049_5)------(d21K_107049_6)------(d21K_107049_7 ARGs|MGEs)------(d21K_107049_8)------(d21K_107049_9)------(d21K_107049_10)---
HC562_39_8	---(HC562_39_2 MGEs)------(HC562_39_3)------(HC562_39_4)------(HC562_39_5)------(HC562_39_6)------(HC562_39_7)------(HC562_39_8 ARGs)---
d14N_31979_5	---(d14N_31979_1 MGEs)------(d14N_31979_2)------(d14N_31979_3)------(d14N_31979_4)------(d14N_31979_5 ARGs)------(d14N_31979_6)------(d14N_31979_7)------(d14N_31979_8)---
